"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12339","Search","chromium","Wed Jan 15 01:02:43 GMT 2025","passed","Wed Jan 15 01:02:55 GMT 2025","","test.spec.js","",""
