"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12745","Search","chromium","Tue Jan 14 01:01:01 GMT 2025","passed","Tue Jan 14 01:01:14 GMT 2025","","test.spec.js","",""
